"k","ncluster","alpha"
61,16,3.1185145291966
43,12,4.81863475917748
55,13,2.23439117659014
91,16,5.35047385682492
82,18,5.5357171666705
83,14,3.1224436886062
55,11,2.71005667847533
78,8,3.03386376224141
92,10,4.8009318490462
74,14,6.13152749083389
95,22,10.573916906659
76,11,3.12677724103098
90,10,5.84105965589902
79,21,6.82312906893533
83,6,0.643795693770035
54,12,4.41009705952658
83,13,5.51624586117161
59,8,1.61088271954795
58,9,2.26990377815426
96,11,2.10386221609327
87,9,2.54622514908537
56,9,2.05830400128319
36,7,2.51037947573683
48,8,2.16122900259563
66,6,1.54017711746872
67,5,0.935882154245246
65,10,2.88821839212343
70,21,7.14348125909917
80,15,6.95050907508948
85,12,7.26068030807842
79,19,6.35044634704669
84,15,5.58265535366662
81,9,2.71395830653047
89,15,5.47961733820287
73,11,1.77732527940409
72,14,3.62140507512078
95,14,7.02325875526292
72,15,2.4077681737042
85,13,6.77017046750615
86,9,3.13435273617533
91,16,4.02484826043388
83,15,4.22199493115184
96,21,7.41790478985721
84,13,2.29889993902087
57,13,5.03898619946703
78,26,9.60236498901815
72,22,4.83928292218469
93,21,8.6568908269274
94,7,2.47680467498682
86,13,2.92580573930288
97,16,3.7498443751305
76,21,6.0421480416456
91,19,4.73915777159303
89,25,9.4455041498054
100,24,6.99861036104206
80,15,4.14148073965595
52,13,3.07750570425336
82,18,9.59352263069963
70,18,5.16630285981816
79,21,6.47963964245988
99,29,7.15508073384545
92,14,3.43981703889317
93,14,4.95898350560623
74,16,7.70905596184145
99,17,6.93702072840959
89,10,2.12487130790662
90,13,3.12496868017895
68,13,3.1074045488056
71,23,4.80963281603941
74,21,10.7392982060859
67,11,6.33555071374278
100,16,5.89996735627752
88,10,2.33855108853195
78,11,3.94128372135536
66,9,2.1539652479452
64,13,2.51714122870871
74,11,1.98707875372399
73,14,3.58984744544793
98,22,9.44653687022
90,21,7.85927377815189
85,22,7.96220937771073
77,24,4.44531055907828
71,18,6.36639741354474
94,28,17.9911412837049
95,15,5.11595145020241
100,23,4.56797268079068
78,15,5.39548627016449
80,12,3.38902840697578
67,8,1.46984632171324
93,13,4.82378121684511
73,18,7.68047519273923
100,28,8.87173517826997
69,10,2.03725308745201
89,17,4.73500405425654
96,18,7.297579450589
94,15,6.41635994241067
93,14,3.5363708654004
85,17,4.96781809113897
86,17,4.15611232650422
95,37,14.4740407951452
85,17,7.03623437696417
91,27,11.411344656201
78,17,4.24802250712158
76,22,5.00096121503762
65,15,5.91328059555595
79,20,5.69380143274878
67,12,3.64431578206388
95,16,5.8363847884313
70,18,6.58758165232657
80,15,4.37450258573887
65,10,2.071798467382
83,17,4.96252163100946
83,16,4.31963838115721
76,11,1.53662906531742
96,15,3.68125452474169
91,15,4.83220549283003
84,16,3.59733686009245
80,8,1.0423622219621
85,11,2.79110182487233
73,27,8.66401998641541
73,9,2.77944563707841
67,10,3.28945384610101
90,18,3.96724689583948
86,8,1.57226679062648
74,18,4.6217671991905
89,16,4.20915101662451
94,18,8.60620557910343
53,14,4.81347804653698
87,13,6.06982347340472
95,12,3.07478889620202
89,25,10.6467868379002
73,12,4.08883903088535
84,18,5.14928055981753
92,14,2.35703924067335
85,12,2.35192682150058
90,14,6.33824149269745
83,12,3.84359163027429
81,12,1.92895642975082
99,14,5.04905812064668
64,11,2.27153056854661
95,10,1.3659235943836
85,13,3.27997613738987
79,15,5.27899680851656
91,22,8.88557261461416
84,21,11.672314714416
64,16,5.95849899294211
85,18,5.20772142156307
87,14,3.43066974216447
62,12,2.42710175669398
59,15,4.71860711675395
84,12,4.35406957650887
64,11,3.61328076207096
75,13,3.87719392667774
96,9,3.25853355698975
76,10,3.74086142522642
98,20,7.31953368507755
88,14,3.7622304100375
88,17,5.39984331058737
86,11,4.25152417052939
85,18,5.67385050027804
75,8,2.19228388581939
72,9,2.86090048061718
73,17,4.12805659655105
87,17,3.81330190817044
95,14,4.49435147310122
77,17,7.11073806051978
93,20,9.87630044287253
90,30,10.7234045272191
98,13,2.91844936099769
77,11,4.14921565805106
89,10,3.57755991896172
93,23,9.11924656671463
59,16,6.47967325622113
86,14,5.74205165568938
53,11,3.56253456670955
72,14,4.9924526593883
62,22,11.0016318472945
91,29,8.18762757694047
50,15,5.75313605895694
79,22,8.43953756053595
93,22,7.42918467931278
79,16,4.40622646819158
49,12,2.59626629723189
81,7,2.2988653945582
59,15,7.53208688176548
87,8,3.0748572396662
59,13,3.6762391990113
96,21,7.24400694396
81,27,7.43375369514037
45,13,3.59295766256553
94,12,2.87020506039689
81,12,4.32713054794424
48,19,6.732076231037
89,19,5.87028491391949
74,12,2.14096605127148
48,11,3.65710451657428
47,9,2.62473418260192
74,11,1.57039256809104
59,10,3.19686860890404
43,7,1.59483197726859
63,9,2.75372548990765
97,12,3.40986610719273
67,8,1.75453446644619
100,14,2.61079098228868
76,14,3.66710727819496
86,19,6.32774048821254
71,18,5.88435764518346
86,8,1.71365819270131
81,11,2.02506304679722
59,10,2.64763912416665
48,13,3.95146343975779
73,15,8.21951085238251
96,11,4.25560279691789
52,6,1.17637346161614
63,11,3.46917834487629
44,13,4.96985148168138
50,9,1.91500439483029
74,16,4.53529529052904
78,8,5.3447605160375
78,19,7.66167107721326
49,13,3.23688772746221
50,10,4.60409908284335
71,6,1.50325543147111
50,11,2.6064132325006
82,19,6.35097058312688
95,14,3.52311482462698
93,10,2.70581317969074
84,9,2.43109003850978
96,19,5.18677408365741
81,13,3.61903582299741
79,12,2.81418974367815
83,22,6.47597516763353
62,28,6.06411054217397
88,22,5.11393351645912
71,14,5.74451400714129
79,16,4.34689580187576
69,11,5.17618341155446
64,18,4.35697738767746
88,14,3.93774625144465
90,8,3.42170049184524
99,10,3.46972837686217
99,12,5.10075028481934
62,26,8.04234468329065
53,11,3.97088442670346
70,18,5.48085868622092
97,16,4.14912033274762
80,14,2.69529245401007
87,17,6.81967231703852
100,13,5.06938581485015
66,8,1.79559941063736
65,6,2.09234810630894
54,12,3.06725854548842
94,15,6.54961736922355
90,11,2.68852408559258
66,8,2.15032873945755
78,7,1.84421225564173
76,10,4.28129565150835
65,10,2.75968730623236
100,12,3.66779110516388
97,15,5.4269394142382
83,15,6.61667442966595
74,23,7.61126032016408
79,16,5.86595826194351
73,9,3.39109079102476
100,11,4.63643769557772
72,17,4.14350158028794
84,16,2.78444976400625
89,9,1.26912104326502
91,19,5.17337690168314
74,17,5.79886696108075
94,16,5.23330788802962
99,21,9.20985073874904
87,17,6.70671937193445
97,16,4.65616652988933
85,15,3.38367763961997
86,10,2.19106781821584
83,13,4.31234314310805
98,13,2.87936245357211
95,9,2.21062991911165
89,11,1.63349911522643
79,14,5.75072428546957
91,14,5.22220153259332
66,14,3.73709533183672
83,18,4.4563077943952
62,10,2.31568535419979
71,9,2.44920189053811
60,11,2.13682839252091
87,12,3.40135348614071
74,15,5.03424290392426
59,11,2.24748811627695
82,25,8.38406010912423
49,23,10.8566299806768
93,18,6.19153259718319
89,13,2.51498898662537
77,10,2.09802481866713
90,9,2.51231830606215
87,11,2.42157764181711
97,12,3.10973273416679
98,9,4.12419612354106
92,16,6.91192012950935
63,19,7.29767270684265
68,14,3.06385460748964
95,18,3.91951949408989
71,13,2.48978646918207
86,23,9.81200515917998
96,17,4.59936692634912
75,15,3.81526233141795
99,18,7.36268742400213
66,12,3.24184201648487
95,13,2.46298297035038
63,17,5.74477510568472
97,16,4.59242126073181
78,24,8.77892085461576
97,20,6.43766614873023
97,29,8.25410297237032
96,22,12.5191288680058
87,12,3.68234923992612
79,14,5.49747681914467
75,16,4.72185454034839
50,10,4.25640227537771
43,19,4.662297443976
60,12,3.51946479065609
93,19,5.73156755937079
98,22,10.7437273528185
81,24,12.1261059174817
81,18,6.49641222821542
96,11,3.32784066658601
79,15,4.61465488999755
64,12,2.92186935915703
74,11,4.78241706131914
49,14,2.94398455773918
49,10,2.92516573285213
92,18,7.32161148516421
91,17,6.5662731126547
59,12,4.07773611288804
48,9,1.32300412390443
66,10,2.19289082689777
70,18,4.52562034900328
96,18,8.7922451724883
89,16,1.79152877976965
87,17,6.31350741102863
90,20,7.10438402799721
98,30,7.98252219380361
86,20,8.15997186620426
90,14,4.46044261865288
69,11,6.00373258794734
53,10,3.63139190538934
47,22,6.4248918236112
98,19,6.08067055884123
81,19,5.59263418424508
88,17,3.13489829826951
66,14,4.94431169671759
90,19,7.64714966079461
80,16,4.45504457003568
77,11,2.88243331321828
59,25,13.1135739967371
63,17,7.37623331595409
82,34,10.1998930210526
72,26,10.1447121131751
96,24,9.19230268298275
90,18,7.2189273947313
70,12,5.67018019581803
88,15,6.77475521751666
97,13,3.31755098476202
95,19,6.42975529518582
89,13,4.08593247806277
80,14,4.31944479482115
92,9,1.98442011182172
86,16,6.32683564441218
85,17,5.97598700194077
77,16,4.02591441104687
81,10,2.74664132621899
83,11,1.77669650881996
69,10,1.93207518459458
68,15,4.49809662872676
61,26,10.9793382974385
99,21,5.14146247938726
73,21,6.21287299569013
93,11,1.12490018039573
72,19,5.29191311126302
76,20,4.72377799990918
66,14,3.17814824085089
65,15,3.75797035010214
73,32,14.0422055161199
88,25,5.20680257118506
94,16,2.5600579408386
80,29,6.90488661380688
52,9,2.64248800302235
32,10,1.70538613807601
53,11,2.40481334387452
66,13,4.1779444013095
100,13,4.56622971976879
75,20,7.65388724225357
95,16,11.5278802854535
69,9,2.62120872234489
65,9,1.56604810062492
63,11,1.62285067741255
47,19,7.58413460943018
76,13,2.87912667704063
98,14,4.15563449618971
86,12,2.69616370115487
74,11,5.12628665197125
76,19,15.6495338796504
95,16,4.03393372493495
64,17,6.01381355253885
97,19,7.19647466271902
92,16,6.38813647675107
100,19,7.4614457991162
89,13,3.59626437591837
94,24,7.58909284769214
92,22,5.08958191132663
84,16,5.58653236484321
77,16,4.34281386938148
95,18,6.37122061086835
85,11,2.67876269834547
67,10,4.01549425528352
66,15,3.57700588871318
72,23,9.62525655646568
98,19,7.00839276450271
88,23,9.72596327997651
78,17,8.76929073359223
71,16,2.95632509813147
86,14,5.36222265170349
66,11,4.85901507046912
59,24,9.91900898448073
75,14,4.35012877720544
61,16,4.94886495185275
76,16,3.78519675104347
62,12,3.519443471977
74,14,3.92217831691679
79,14,3.7715783762158
91,13,3.69458570053717
46,13,6.04049036346023
56,12,4.91742601079974
70,13,5.77089573507847
75,11,3.97692851272011
84,23,6.20414031422886
77,10,2.38280492166731
67,10,2.2410600572084
55,15,3.67296011491634
57,12,5.90021309149236
79,14,5.07939999835946
62,8,1.24870688059457
88,15,7.60583983248483
64,17,4.5256759475177
100,18,5.3396869364184
94,20,6.22821263153131
76,22,8.75053950612169
74,21,8.50018596371643
72,9,2.82786454390174
74,16,6.87452568288655
56,11,3.51685901138538
87,12,5.81167013426334
85,18,5.55823027464227
77,17,3.60305084317634
63,20,7.76055118129513
92,23,7.00510310938274
80,17,8.12238056267978
97,16,2.70087825857902
84,20,6.95039261500695
95,14,2.92177708523068
83,9,2.15448936472314
62,9,1.00074801090763
78,13,3.22435630759721
64,17,5.39661691341756
81,13,3.10091932453573
57,10,2.88928802153074
94,18,7.18785509743148
71,11,2.37364440286698
84,6,1.12699980608241
88,12,4.48178940241674
90,24,9.7910660526233
93,24,9.20736709309558
92,19,7.25272715869299
96,14,3.00802431426296
90,15,2.51172974807133
86,16,8.872392821303
76,20,6.35044899036354
61,15,4.47258045366916
65,11,2.09305216322788
66,13,5.10019598984341
74,18,7.45469833882061
69,30,10.5491085749589
86,30,14.9622882514602
86,19,3.78614167517837
95,17,5.52308409464078
68,12,3.0658566917517
65,11,3.46039798015365
64,13,3.74827653374648
97,16,4.79848062329178
70,20,5.8451807047095
53,15,2.65243446194117
63,16,4.79565355024658
85,14,1.88291484253877
67,20,4.62924860216764
77,14,3.43025453203795
85,20,7.51095056356992
94,10,2.99571554803229
88,13,2.99360406823546
83,24,8.69684923525377
92,22,9.47688277362694
66,13,3.2073754784898
87,18,5.93947334627889
52,13,4.50359183116667
90,19,7.17390710636005
90,12,2.65632283768321
87,15,2.75601247085156
84,17,4.08524005465115
96,12,2.80045143704161
99,12,2.99476485585272
69,8,2.32199012492786
91,13,5.58492025390249
99,13,3.80415832023201
59,12,3.05237291022629
65,19,6.15889572478884
84,11,2.15819594174835
44,10,3.31931430781796
69,9,1.63273741563905
81,28,9.73047739950152
81,14,4.35014815737558
100,14,3.94951068654285
78,9,1.92555516019104
77,16,4.38724946661089
61,20,5.12788892392623
66,9,2.60328180873101
99,22,7.78682450564772
52,15,5.04060673161525
58,12,2.74526082156173
74,13,3.27263712790277
82,16,3.35994414433567
87,22,6.22578170719194
80,19,7.47428150747887
65,14,4.07574320465638
84,16,4.88320720563108
52,20,4.63499230876122
61,16,6.92274862561712
98,25,8.67779027878592
92,26,9.6781682899227
97,18,7.53429776381846
96,20,8.44791644359995
89,11,2.70101826060568
78,16,6.58357687582409
83,16,3.83709738499062
58,19,5.19381625312928
75,21,7.61265582936676
95,22,6.85937355170324
75,15,5.06880468565785
97,30,13.715554861179
80,16,4.6609792623178
87,18,9.16223482644644
97,16,6.26633936995223
84,12,2.75300689899718
85,14,3.96839986890898
98,17,4.80720286791823
68,13,4.79840426602018
86,25,10.5488233925221
88,17,4.12782343035808
95,18,5.76743664796971
88,16,4.28138216456582
80,10,1.4295611420292
97,20,5.25204394744436
69,14,2.73130470512244
84,9,2.25561639251719
78,11,4.88625939926716
88,11,2.49400854550382
85,16,3.77115433426432
86,29,11.4394385206933
96,13,4.97853765446573
81,22,5.76046337853486
84,17,5.88220759178774
100,20,8.13096518055646
82,17,4.78087679188972
67,16,4.03988879358492
50,13,5.36536579536416
84,11,2.20320003381707
82,11,1.81435743624562
60,15,2.19554119745782
83,16,2.9332018592946
75,17,6.41370737199274
85,23,5.92538968642388
52,11,2.71999257634131
77,19,5.66860961735084
93,15,4.73624722707179
79,13,6.66375639183382
48,21,10.3675077843826
91,19,5.48703858374941
85,28,11.8334511280254
86,25,10.4503889758918
88,10,2.49951424471462
60,22,5.43648613269159
85,24,8.24508796455495
68,32,11.0232807071624
74,14,4.32365356744168
96,24,6.20818284651706
83,26,8.09855849300964
76,19,7.7234862882286
91,16,5.41974539264413
90,13,6.3529518106603
96,21,10.4393873889814
95,14,4.19051628147656
77,13,4.82135942263816
58,13,3.43332951055234
73,16,4.95583542964272
77,21,8.34466366741149
78,17,4.87112883855661
84,21,6.21119110986028
92,14,4.16967085779091
89,14,6.5774259160105
79,11,4.03863334752338
86,9,1.44295284361771
98,12,3.02871230796781
60,10,4.2264759265407
75,7,1.39621356790451
61,8,1.22172378529809
55,10,1.43692826728529
92,7,2.00574821839738
63,10,3.89871592157804
78,10,2.11108493025912
75,17,5.5868997365541
46,7,2.60307720625507
86,9,4.12511428690309
97,15,6.47918844061078
71,13,5.44448084778365
78,18,6.82736355709381
81,14,3.39904495671538
40,9,2.65301718536967
63,5,1.31017353784678
63,9,1.79538303908823
52,12,4.91753443740451
100,16,5.76845932115359
100,21,7.21780065882611
83,14,4.48939500584432
81,11,4.12411193628263
100,15,5.56289566518164
80,9,2.13205339951998
99,10,4.75208194962062
71,24,8.03949066079212
88,17,3.63703970106465
72,18,6.09515204124967
98,11,1.9435785192789
78,14,2.64458142595011
77,12,3.90680211150714
67,18,6.64242827853743
92,24,7.82405455621682
99,22,12.3954178189773
92,23,11.3990591377609
89,16,7.22317033406376
82,8,1.89226162648602
82,8,3.4605428393192
100,14,4.26814150815761
61,15,7.45162896036608
66,23,7.20912516649549
79,13,4.33235122916079
82,14,4.01305248140044
99,19,5.43501125455457
80,20,7.33153874403197
79,22,7.88108885770319
59,11,3.34096586602316
55,10,4.52601488923294
91,17,6.67584713446943
97,18,6.21287488774813
72,15,3.59386218630829
71,10,2.36665877808887
77,14,3.38004617242676
80,21,6.68514651016411
48,16,4.42582625238887
67,9,1.42645411078161
73,12,2.48922879575362
80,23,8.35903050451487
57,11,4.05345698196086
39,8,2.28765963568059
33,9,2.08521263532089
61,15,4.54414675215378
77,20,5.9655911267568
87,19,5.07447693151358
71,20,9.21662126329729
99,19,3.4508337547987
84,25,6.33701200682218
48,20,5.72589333607525
55,10,2.32182724215042
99,12,6.52703067820961
81,13,2.27847316716033
63,8,1.24595253327509
99,12,6.0814979382893
81,24,8.49697904895079
90,34,15.7239360839635
91,17,8.01261054483629
67,17,6.22420957186272
44,8,1.12750021933928
55,9,2.34441532946171
75,12,3.60989194251835
86,11,3.56088893344085
58,17,2.85478691411697
94,14,2.83265132913628
84,15,3.30931300039849
81,11,1.81636585935889
81,10,2.00140807916133
84,10,3.73575652127329
96,18,5.60416695016655
95,19,5.15219022690346
79,12,3.89882720133195
81,24,8.83940918639649
99,20,6.86876184218092
95,17,7.63207861793313
55,8,2.68695844740943
75,11,1.32008585791818
49,13,3.44233595594554
55,24,6.79648380441111
88,18,9.38928353499735
71,13,4.28231860554013
59,6,0.895458242074897
53,5,1.745358275066
59,6,0.509378549132986
34,6,1.65244520828256
57,11,4.55547972281847
69,16,5.36892288500837
84,15,5.34532357162788
70,11,4.71719572617175
82,20,6.36717387287804
92,25,13.2185473411579
54,19,7.17031929604283
78,16,5.27205080270702
47,13,6.49475439836248
37,17,7.91855773114257
94,23,8.32103500186643
52,28,13.7449462403744
52,25,7.12166416059566
91,13,2.93621515879961
79,11,2.92314496771527
85,6,0.481939071465055
67,11,4.08859314053777
80,23,12.2930977828481
85,20,10.4265822229641
83,19,5.26890967658626
98,26,7.9083056828912
78,26,12.6217529709685
98,14,3.43972975213087
93,22,5.18187276504184
95,16,7.39462855441818
70,13,3.48020027719324
81,12,1.74465277194756
82,13,2.95880496809294
84,11,2.54136569222708
86,11,2.64913443052126
95,9,2.46417227509498
91,9,3.56192010809063
59,14,4.21361136351927
86,11,2.56731242030101
97,12,4.56052468168196
58,15,5.39066277224413
94,11,3.31567709482775
98,19,7.71276906868527
85,24,11.4834696249612
82,12,3.71497302682666
65,11,2.82845080464275
71,16,6.43725712298512
94,11,1.95207187371146
37,22,7.9096379493551
44,15,4.0335642087841
47,11,3.43743697018388
75,11,3.91878144976434
100,12,4.94120502876644
51,13,5.95161856029842
50,11,2.5711304108009
55,10,0.938364691415582
44,9,3.73058412043448
92,13,5.1285383283933
91,14,2.04583618984822
70,14,2.53873716687344
77,10,5.69571512644137
94,22,7.78648572382016
79,13,4.23440092333625
72,18,8.07224762457173
98,15,2.82676906844583
82,14,4.7185159151872
93,11,2.96458531367347
99,8,1.10912084804119
80,9,2.658945791182
82,14,6.33108537883904
60,14,3.18814829599006
73,19,4.05334925268382
76,12,3.51624654768129
80,18,5.78310434434631
70,13,4.29933359011156
51,11,3.46535394496898
78,6,1.29563708638157
50,5,1.64847239881615
46,6,1.79103789938417
69,8,2.04647596739662
60,7,1.81118670127691
71,11,5.4228999724508
77,14,3.27327158981675
78,15,3.9786165684979
51,15,3.65464438269859
74,11,3.62876035106647
54,15,4.04240872228505
81,12,2.94566111437682
96,9,2.87424058128872
73,16,6.59888188063079
75,16,3.02086977036
62,14,2.58328746682771
55,15,5.00912203453305
93,14,5.14440464193702
65,13,2.93299854234899
40,9,1.50810338871586
55,9,2.14982074242049
59,9,2.47837709724614
87,7,3.61953984064818
94,10,1.85555737451302
76,12,3.51820627471986
53,13,4.34327114750806
66,13,4.29442612777831
49,10,2.70058371567634
79,14,2.67250540242012
39,10,1.90162629086784
59,12,4.60689933518007
57,17,4.2053007357879
92,12,1.89672160347602
65,9,3.04280129483956
56,10,4.74420379828834
83,14,3.10695914274601
60,6,0.747368641718124
72,6,2.3802343921285
71,12,4.2723797208746
86,9,3.06182527441125
80,10,2.60485375811798
99,12,3.78081606872129
67,14,3.78350973701305
100,10,4.08583382214375
96,19,4.40781082580732
88,16,4.01562360494757
81,13,3.27247059964474
88,16,7.14962894210628
88,17,6.94350970694291
40,15,6.8078150426797
89,10,2.99537302315166
78,6,0.719716276209345
87,10,1.97017006151065
100,12,3.20299886748638
89,10,3.55768509915094
75,16,4.44084710579021
78,14,2.30916629210437
91,14,6.0227171797596
90,14,3.42675097869681
90,16,7.18278576473606
63,13,3.08213218526197
72,14,4.57987019652686
54,9,3.53549145796008
61,11,3.64544405222932
63,21,6.996418472464
98,16,5.85534708884568
65,21,3.90752561951833
84,22,6.50223782595818
95,22,12.4243146713823
88,10,4.31608053101593
75,11,3.60494341117016
69,15,5.79359167772799
58,17,4.82059567274109
98,22,10.5027679179788
80,28,11.4761420975492
63,18,4.56532177952849
96,14,4.34047913400171
86,24,11.4655526685379
71,19,8.75562997186969
68,21,11.8604631844906
74,13,2.80839731921046
69,10,2.89643064316117
72,11,3.58735499021373
96,10,2.36210670630276
46,14,4.36268975897688
55,6,1.93269839344395
71,7,2.11603092962472
66,8,2.24334748027555
94,7,1.7422966746433
52,9,2.32353833219288
60,9,2.01079967911866
86,7,1.50717851557803
67,15,7.31338476762503
82,21,8.68400324703009
74,26,7.21712940691912
65,23,4.73149291936616
55,10,5.08279646919474
91,12,4.56185749350739
93,15,6.71539884924599
87,21,9.98794897978487
95,17,3.31996777681575
62,10,1.95099919842827
52,7,2.03578766211894
69,11,2.26154984402932
76,19,7.00071182428121
78,16,4.39787735957704
79,14,3.07316367252965
84,8,2.06364476451179
67,19,6.50811575497815
98,13,4.52721538284997
74,13,5.37879117158344
100,16,3.82320618634293
91,16,5.49237765109234
92,10,1.63223391115875
85,9,2.26440669996838
91,20,10.1800402784019
87,14,2.92261554144584
59,13,5.63400862916056
85,13,6.64636289543308
82,12,3.3554523694835
85,11,2.5763926343901
96,10,3.26212622238162
70,17,5.53687334079936
79,21,6.06746985484324
86,13,2.31815409883853
82,22,6.74834029120169
69,11,2.54547357501365
91,15,3.61487337274993
48,11,5.00755704093606
92,15,4.09161119282555
59,13,4.97977020423743
80,28,13.9990832346032
90,20,4.7278483090218
99,16,5.14452431346215
88,7,1.72903104395976
85,15,5.12102702338416
68,16,3.17003000849236
76,21,6.60531617783944
92,16,4.29372388251339
64,11,3.626177217406
75,16,7.28802288467608
77,12,5.74718644194568
80,11,4.63130018407003
97,19,9.56345163932916
91,16,5.0877109512452
81,14,4.23563572618569
93,15,4.9149147514701
98,15,5.05323799607518
73,15,4.35169647935261
81,15,4.07010549913701
81,10,3.33569840268233
62,13,4.89757588767506
70,12,2.91857613356516
62,22,11.5770970775719
98,14,3.36125250315308
94,14,2.23317119271484
74,8,5.11780041166614
75,14,6.13818906310327
77,16,6.60103677480453
85,11,3.23817393974822
71,11,1.45932589930422
74,16,2.65152910995214
67,14,3.38784677303121
86,16,7.42648423786497
76,27,12.5458952691553
66,18,3.65618823939401
97,21,7.2822766300503
92,28,11.2709871672244
95,29,14.5560158421911
88,17,6.40937021509199
82,14,5.11503947565732
80,11,3.50660341971666
66,12,5.31905609283817
87,23,7.03872504296273
59,18,7.14756376215206
84,26,10.1801701418558
83,20,9.65317004723643
92,14,8.6180511109272
88,19,5.480697780038
86,15,5.07297645854352
79,19,4.43875125119628
84,14,2.71911508824073
77,22,6.53662056802622
68,9,2.60085618171197
51,12,2.97499683615209
51,13,5.00234711915199
83,9,2.92552941045661
73,9,1.61608395752022
62,8,2.69314327921333
69,12,3.00480781144502
95,15,6.17193402904439
91,21,6.28938715327823
81,12,2.69378908615218
87,13,4.78251235437884
80,14,4.10885196955567
88,11,2.46916333022416
93,7,3.63625835538898
75,12,1.31697259337637
83,20,6.294035021975
86,22,8.52207938340099
75,28,14.2784880808451
73,19,5.77458890007159
69,21,8.78012514644382
57,14,5.02321598017206
77,15,4.05841962824623
62,6,1.28863636404063
55,6,2.59994623780159
71,13,3.67528443159614
76,10,3.66728516708518
93,10,2.593913282115
86,21,5.51625777027875
68,24,8.90706407546342
59,16,8.021814576814
77,9,1.474743337473
70,14,6.78709174095908
92,19,8.64208094699372
99,20,12.5662911960708
76,18,7.31038531309509
59,12,3.92126579810511
58,13,2.51612740043483
96,10,1.74908226400912
93,16,4.68896090331611
73,12,2.10522718889627
92,22,7.13018384811976
60,17,3.92395993081563
93,28,12.2652650941285
73,25,11.1622955637998
100,18,3.06496648603256
85,19,7.67585791937326
87,22,7.10239221150218
88,11,2.96575511101149
78,6,1.35425637478914
79,12,2.35794487786556
78,17,7.29118306459308
87,19,9.1008392756234
85,11,1.82022868684694
84,19,7.38371969403495
94,16,5.75445122525172
55,15,3.88494010089864
97,17,4.46448286314653
64,10,3.18861520579637
61,18,5.51624639806841
79,14,4.99273555479658
94,11,5.05273300987018
94,14,9.87608239118877
54,15,3.75674963957173
60,15,4.2548483390492
56,13,2.99775861691388
78,11,2.71890439656029
71,11,3.65754939234149
99,22,8.73953766821571
64,15,4.17559637365849
81,13,2.77085921107086
97,11,5.6335970660362
61,14,4.09221861481401
71,9,2.83606462934824
56,16,6.03701062706186
54,17,3.76359991307803
65,16,8.78185137218134
98,11,3.02889812678438
94,8,3.81887551122945
80,16,5.37409425948454
74,18,8.77712167573715
82,14,3.97612097039048
63,18,7.27123432958774
90,17,10.3165742475311
72,15,3.94532960313385
88,15,4.97499329183033
88,23,8.40863298497564
82,12,3.49905599711992
84,12,4.05057260890409
72,14,4.13552231981881
80,30,17.1220294963507
93,16,4.27812986859538
67,20,6.25396784185042
72,19,8.93036800128056
73,19,7.11667447614881
58,12,4.20516317109739
75,8,2.85049149944673
48,12,4.36403886480603
75,14,2.24697586609997
66,10,3.5292939680329
93,11,3.10324531728352
70,12,2.44433977347169
80,14,5.27657688595877
80,11,3.55875622344382
77,9,2.24022973236757
100,18,8.02760072393088
69,20,5.07731997295781
62,15,6.34792795694242
60,20,6.09274982722474
89,20,7.63682265126351
77,14,4.17636334004717
95,26,7.62889166853435
86,16,6.87514995449709
77,14,5.34640775836635
72,20,7.42470143400497
53,13,2.70558464886294
70,13,4.15867024110752
89,10,1.82138120844676
72,14,3.66868614290553
96,18,3.00424761108624
81,20,12.5811742203008
62,13,6.06769780830439
85,21,5.58120960589615
77,9,2.95572034586267
76,13,4.22076594372873
68,14,4.51993716707404
75,25,7.44334038038378
96,25,6.63790820246326
74,10,3.43889494356935
99,8,2.84661213919952
97,15,5.30012003904387
93,11,4.03278216506321
95,14,3.0266680989729
80,14,4.96390582039617
95,28,9.9002915624216
82,18,7.41360830954433
66,18,6.09888524282742
72,23,9.03618456105612
86,15,7.39834525176264
99,9,3.80117990037487
79,20,7.27542950507669
84,16,4.29919754204132
71,16,4.70178187796775
95,18,11.4786164505739
63,12,7.21594763020848
72,20,10.6421786999251
93,27,7.62502664210286
87,14,4.20771840320516
85,12,5.5572594264667
76,12,3.12100135612778
60,9,2.1619821510253
72,20,7.27969953425285
99,24,8.60592861367447
90,19,10.002905698316
98,17,6.09242118534577
70,20,6.40223456565669
84,13,5.03553121270836
75,21,7.87988498964716
96,13,3.29613399220999
68,8,2.57504442973474
81,8,2.55392406909381
95,15,9.22307575640004
99,20,6.12769499983989
72,15,2.88422079039796
97,16,5.55171487563458
60,14,6.53141952052696
95,24,7.75439220893985
93,12,4.17366349357803
68,28,16.5349910005367
75,23,6.04162228438776
86,20,3.96544872054823
74,14,5.80865094759599
59,16,9.76018479652025
99,26,6.95296805501157
89,27,13.7846974691325
91,14,3.50060180480028
97,17,8.71615016397408
98,11,2.2125790530484
63,22,12.4082549761631
95,15,6.06403879720189
74,18,4.93628683276931
62,13,3.2409685272209
95,15,4.04915134309257
87,16,3.68453449046137
37,13,3.07660638115027
91,15,4.33829478422172
87,13,3.88235481851295
98,13,2.05977294852171
76,17,4.11533112512654
82,8,1.71478110482674
70,9,1.4839954872251
75,23,9.98193316861152
91,14,5.75881817539895
95,16,7.16218098191486
92,23,5.79081502366467
65,16,3.87764447394947
83,11,2.95428523226317
94,14,4.31084761931416
86,12,3.82471470578735
60,17,4.74560842238704
